account_id,customer_name,balance,risk_score,creation_date
acc_231,Customer_231,75685.96,0.4555,2023-01-01
acc_232,Customer_232,78976.92,0.0753,2023-01-01
acc_233,Customer_233,4559.63,0.9343,2023-01-01
acc_234,Customer_234,48667.89,0.9011,2023-01-01
acc_235,Customer_235,94483.85,0.6665,2023-01-01
acc_236,Customer_236,57222.5,0.216,2023-01-01
acc_237,Customer_237,9438.27,0.8194,2023-01-01
acc_238,Customer_238,88888.33,0.7794,2023-01-01
acc_239,Customer_239,69880.39,0.4201,2023-01-01
acc_240,Customer_240,30600.63,0.1134,2023-01-01
acc_241,Customer_241,42654.43,0.566,2023-01-01
acc_242,Customer_242,92295.77,0.9358,2023-01-01
acc_243,Customer_243,41622.56,0.0992,2023-01-01
acc_244,Customer_244,77404.49,0.7343,2023-01-01
acc_245,Customer_245,3167.01,0.4467,2023-01-01
acc_246,Customer_246,68673.17,0.0301,2023-01-01
acc_247,Customer_247,91936.31,0.9622,2023-01-01
acc_248,Customer_248,72282.02,0.0785,2023-01-01
acc_249,Customer_249,7125.91,0.3593,2023-01-01
acc_250,Customer_250,3034.81,0.3479,2023-01-01
acc_251,Customer_251,1095.43,0.9743,2023-01-01
acc_252,Customer_252,81918.77,0.0705,2023-01-01
acc_253,Customer_253,89354.17,0.208,2023-01-01
acc_254,Customer_254,20558.6,0.6738,2023-01-01
acc_255,Customer_255,93832.4,0.1232,2023-01-01
acc_256,Customer_256,817.74,0.3691,2023-01-01
acc_257,Customer_257,2562.54,0.6048,2023-01-01
acc_258,Customer_258,85931.64,0.187,2023-01-01
acc_259,Customer_259,11327.86,0.3444,2023-01-01
acc_260,Customer_260,95921.23,0.1302,2023-01-01
acc_261,Customer_261,96655.27,0.3622,2023-01-01
acc_262,Customer_262,47389.7,0.2926,2023-01-01
acc_263,Customer_263,93718.97,0.9581,2023-01-01
acc_264,Customer_264,63627.98,0.184,2023-01-01
acc_265,Customer_265,99295.88,0.1026,2023-01-01
acc_266,Customer_266,58126.85,0.1564,2023-01-01
acc_267,Customer_267,89777.76,0.9457,2023-01-01
acc_268,Customer_268,80458.59,0.3159,2023-01-01
acc_269,Customer_269,24359.59,0.7549,2023-01-01
acc_270,Customer_270,29176.85,0.4198,2023-01-01
acc_271,Customer_271,4720.94,0.1322,2023-01-01
acc_272,Customer_272,2152.91,0.0779,2023-01-01
acc_273,Customer_273,7413.79,0.4202,2023-01-01
acc_274,Customer_274,55122.64,0.7409,2023-01-01
acc_275,Customer_275,14314.12,0.4222,2023-01-01
acc_276,Customer_276,63732.91,0.0846,2023-01-01
acc_277,Customer_277,44536.63,0.3693,2023-01-01
acc_278,Customer_278,94898.3,0.0579,2023-01-01
acc_279,Customer_279,40921.76,0.4172,2023-01-01
acc_280,Customer_280,72845.23,0.3207,2023-01-01
acc_281,Customer_281,20478.63,0.2933,2023-01-01
acc_282,Customer_282,47141.67,0.9503,2023-01-01
acc_283,Customer_283,79672.05,0.277,2023-01-01
acc_284,Customer_284,55862.34,0.6882,2023-01-01
acc_285,Customer_285,79586.15,0.4462,2023-01-01
acc_286,Customer_286,39937.81,0.7676,2023-01-01
acc_287,Customer_287,43228.48,0.248,2023-01-01
acc_288,Customer_288,45399.36,0.9371,2023-01-01
acc_289,Customer_289,14342.49,0.4624,2023-01-01
acc_290,Customer_290,63766.62,0.4833,2023-01-01
acc_291,Customer_291,20443.63,0.0018,2023-01-01
acc_292,Customer_292,69929.27,0.6187,2023-01-01
acc_293,Customer_293,876.89,0.2986,2023-01-01
acc_294,Customer_294,76886.56,0.6289,2023-01-01
acc_295,Customer_295,54566.29,0.1562,2023-01-01
acc_296,Customer_296,70658.77,0.4714,2023-01-01
acc_297,Customer_297,67850.06,0.7601,2023-01-01
acc_298,Customer_298,23313.04,0.762,2023-01-01
acc_299,Customer_299,28080.83,0.984,2023-01-01
acc_300,Customer_300,12171.08,0.8837,2023-01-01
acc_301,Customer_301,4150.66,0.2566,2023-01-01
acc_302,Customer_302,52657.58,0.5816,2023-01-01
acc_303,Customer_303,39683.88,0.102,2023-01-01
acc_304,Customer_304,25335.55,0.2834,2023-01-01
acc_305,Customer_305,75546.76,0.9088,2023-01-01
acc_306,Customer_306,59581.45,0.0355,2023-01-01
acc_307,Customer_307,79244.42,0.3056,2023-01-01
acc_308,Customer_308,34055.05,0.5302,2023-01-01
acc_309,Customer_309,24979.8,0.92,2023-01-01
acc_310,Customer_310,16439.12,0.4148,2023-01-01
acc_311,Customer_311,29040.23,0.5198,2023-01-01
acc_312,Customer_312,57440.78,0.6271,2023-01-01
acc_313,Customer_313,53184.44,0.4108,2023-01-01
acc_314,Customer_314,63495.94,0.4034,2023-01-01
acc_315,Customer_315,77877.17,0.7882,2023-01-01
acc_316,Customer_316,29296.19,0.3718,2023-01-01
acc_317,Customer_317,62918.21,0.1571,2023-01-01
acc_318,Customer_318,69733.49,0.3814,2023-01-01
acc_319,Customer_319,59147.14,0.1395,2023-01-01
acc_320,Customer_320,66859.01,0.3541,2023-01-01
acc_321,Customer_321,47319.29,0.4151,2023-01-01
acc_322,Customer_322,47723.85,0.6947,2023-01-01
acc_323,Customer_323,31892.19,0.6521,2023-01-01
acc_324,Customer_324,6116.19,0.3002,2023-01-01
acc_325,Customer_325,74546.45,0.0524,2023-01-01
acc_326,Customer_326,62152.11,0.0255,2023-01-01
acc_327,Customer_327,47205.73,0.8885,2023-01-01
acc_328,Customer_328,1110.0,0.5268,2023-01-01
acc_329,Customer_329,6739.04,0.8671,2023-01-01
acc_330,Customer_330,68661.02,0.742,2023-01-01
acc_331,Customer_331,66933.86,0.0064,2023-01-01
acc_332,Customer_332,4213.67,0.6209,2023-01-01
acc_333,Customer_333,99968.54,0.8731,2023-01-01
acc_334,Customer_334,69998.61,0.7271,2023-01-01
acc_335,Customer_335,22746.03,0.7516,2023-01-01
acc_336,Customer_336,28863.62,0.1055,2023-01-01
acc_337,Customer_337,46143.4,0.3302,2023-01-01
acc_338,Customer_338,16908.71,0.4217,2023-01-01
acc_339,Customer_339,89730.38,0.4353,2023-01-01
acc_340,Customer_340,44784.46,0.7088,2023-01-01
acc_341,Customer_341,52463.77,0.1292,2023-01-01
acc_342,Customer_342,91048.2,0.4441,2023-01-01
acc_343,Customer_343,78954.84,0.3889,2023-01-01
acc_344,Customer_344,80703.92,0.3895,2023-01-01
acc_345,Customer_345,22093.94,0.1962,2023-01-01
acc_346,Customer_346,94009.46,0.5865,2023-01-01
acc_347,Customer_347,5074.35,0.3883,2023-01-01
acc_348,Customer_348,23479.52,0.0847,2023-01-01
acc_349,Customer_349,18756.91,0.057,2023-01-01
acc_350,Customer_350,63843.56,0.1734,2023-01-01
acc_351,Customer_351,61116.91,0.6125,2023-01-01
acc_352,Customer_352,70521.88,0.5121,2023-01-01
acc_353,Customer_353,28513.96,0.8775,2023-01-01
acc_354,Customer_354,35371.8,0.4583,2023-01-01
acc_355,Customer_355,63224.76,0.5161,2023-01-01
acc_356,Customer_356,95651.19,0.9547,2023-01-01
acc_357,Customer_357,92983.01,0.9341,2023-01-01
acc_358,Customer_358,58137.92,0.4902,2023-01-01
acc_359,Customer_359,70441.27,0.2154,2023-01-01
acc_360,Customer_360,26660.62,0.0438,2023-01-01
acc_361,Customer_361,16369.47,0.0039,2023-01-01
acc_362,Customer_362,65497.29,0.1404,2023-01-01
acc_363,Customer_363,78689.27,0.6805,2023-01-01
acc_364,Customer_364,97070.51,0.3965,2023-01-01
acc_365,Customer_365,92147.05,0.4537,2023-01-01
acc_366,Customer_366,34016.42,0.1023,2023-01-01
acc_367,Customer_367,88294.94,0.7948,2023-01-01
acc_368,Customer_368,32360.6,0.4557,2023-01-01
acc_369,Customer_369,32581.83,0.0288,2023-01-01
acc_370,Customer_370,4530.82,0.3687,2023-01-01
acc_371,Customer_371,21038.17,0.5245,2023-01-01
acc_372,Customer_372,18859.73,0.2016,2023-01-01
acc_373,Customer_373,67299.52,0.7356,2023-01-01
acc_374,Customer_374,31291.99,0.86,2023-01-01
acc_375,Customer_375,25538.45,0.3439,2023-01-01
acc_376,Customer_376,71276.79,0.0445,2023-01-01
acc_377,Customer_377,93424.93,0.0723,2023-01-01
acc_378,Customer_378,46147.01,0.7246,2023-01-01
acc_379,Customer_379,4842.11,0.809,2023-01-01
acc_380,Customer_380,97891.44,0.4605,2023-01-01
acc_381,Customer_381,11900.55,0.0815,2023-01-01
acc_382,Customer_382,9963.17,0.7654,2023-01-01
acc_383,Customer_383,41459.88,0.9192,2023-01-01
acc_384,Customer_384,44119.91,0.0771,2023-01-01
acc_385,Customer_385,42750.87,0.7548,2023-01-01
acc_386,Customer_386,82950.91,0.0394,2023-01-01
acc_387,Customer_387,18120.9,0.49,2023-01-01
acc_388,Customer_388,12895.74,0.8711,2023-01-01
acc_389,Customer_389,93452.64,0.3196,2023-01-01
acc_390,Customer_390,43540.88,0.5571,2023-01-01
acc_391,Customer_391,28622.03,0.5411,2023-01-01
acc_392,Customer_392,20198.39,0.2966,2023-01-01
acc_393,Customer_393,44234.18,0.6047,2023-01-01
acc_394,Customer_394,53662.89,0.261,2023-01-01
acc_395,Customer_395,23255.61,0.1187,2023-01-01
acc_396,Customer_396,78371.01,0.0989,2023-01-01
acc_397,Customer_397,73315.21,0.2488,2023-01-01
acc_398,Customer_398,28527.24,0.7361,2023-01-01
acc_399,Customer_399,65996.12,0.7419,2023-01-01
acc_400,Customer_400,51576.78,0.8591,2023-01-01
acc_401,Customer_401,12267.21,0.6452,2023-01-01
acc_402,Customer_402,11912.61,0.7373,2023-01-01
acc_403,Customer_403,35954.58,0.6749,2023-01-01
acc_404,Customer_404,70378.04,0.6606,2023-01-01
acc_405,Customer_405,22233.64,0.8318,2023-01-01
acc_406,Customer_406,24089.6,0.5182,2023-01-01
acc_407,Customer_407,67497.11,0.2336,2023-01-01
acc_408,Customer_408,62888.32,0.2868,2023-01-01
acc_409,Customer_409,17221.1,0.8097,2023-01-01
acc_410,Customer_410,55356.96,0.3279,2023-01-01
acc_411,Customer_411,58584.55,0.0253,2023-01-01
acc_412,Customer_412,13069.3,0.3956,2023-01-01
acc_413,Customer_413,97578.08,0.5105,2023-01-01
acc_414,Customer_414,7737.97,0.765,2023-01-01
acc_415,Customer_415,78166.24,0.7748,2023-01-01
acc_416,Customer_416,56992.85,0.6957,2023-01-01
acc_417,Customer_417,21424.45,0.7326,2023-01-01
acc_418,Customer_418,81635.78,0.76,2023-01-01
acc_419,Customer_419,35410.89,0.591,2023-01-01
acc_420,Customer_420,62936.04,0.9008,2023-01-01
acc_421,Customer_421,10890.59,0.8339,2023-01-01
acc_422,Customer_422,52690.91,0.3586,2023-01-01
acc_423,Customer_423,45614.73,0.0126,2023-01-01
acc_424,Customer_424,22085.35,0.6528,2023-01-01
acc_425,Customer_425,66118.84,0.4947,2023-01-01
acc_426,Customer_426,95337.26,0.4809,2023-01-01
acc_427,Customer_427,31462.97,0.8478,2023-01-01
acc_428,Customer_428,25989.91,0.6043,2023-01-01
acc_429,Customer_429,70371.54,0.8217,2023-01-01
acc_430,Customer_430,78558.34,0.3841,2023-01-01
acc_431,Customer_431,6012.11,0.0383,2023-01-01
acc_432,Customer_432,72673.39,0.9617,2023-01-01
acc_433,Customer_433,34382.22,0.4412,2023-01-01
acc_434,Customer_434,72607.22,0.6578,2023-01-01
acc_435,Customer_435,26084.65,0.6716,2023-01-01
acc_436,Customer_436,30559.75,0.3564,2023-01-01
acc_437,Customer_437,53997.38,0.7323,2023-01-01
acc_438,Customer_438,15206.5,0.022,2023-01-01
acc_439,Customer_439,62820.21,0.0246,2023-01-01
acc_440,Customer_440,4591.83,0.2258,2023-01-01
acc_441,Customer_441,65422.3,0.0665,2023-01-01
acc_442,Customer_442,6334.34,0.9721,2023-01-01
acc_443,Customer_443,42323.02,0.8924,2023-01-01
acc_444,Customer_444,21730.78,0.4352,2023-01-01
acc_445,Customer_445,35867.71,0.1769,2023-01-01
acc_446,Customer_446,32948.44,0.9868,2023-01-01
acc_447,Customer_447,74756.17,0.3827,2023-01-01
acc_448,Customer_448,40987.51,0.2637,2023-01-01
acc_449,Customer_449,53180.53,0.7356,2023-01-01
acc_450,Customer_450,68696.0,0.4626,2023-01-01
acc_451,Customer_451,4289.71,0.9215,2023-01-01
acc_452,Customer_452,40952.49,0.3903,2023-01-01
acc_453,Customer_453,410.7,0.1382,2023-01-01
acc_454,Customer_454,86898.46,0.5139,2023-01-01
acc_455,Customer_455,73270.24,0.1482,2023-01-01
acc_456,Customer_456,33072.1,0.8401,2023-01-01
acc_457,Customer_457,82083.79,0.2468,2023-01-01
acc_458,Customer_458,2295.33,0.8065,2023-01-01
acc_459,Customer_459,16967.52,0.7877,2023-01-01
acc_460,Customer_460,68397.56,0.1683,2023-01-01
acc_461,Customer_461,7941.02,0.9276,2023-01-01
acc_462,Customer_462,59828.05,0.6205,2023-01-01
acc_463,Customer_463,45805.43,0.1501,2023-01-01
acc_464,Customer_464,60236.79,0.2525,2023-01-01
acc_465,Customer_465,80608.88,0.7327,2023-01-01
acc_466,Customer_466,2823.99,0.9324,2023-01-01
acc_467,Customer_467,3727.97,0.0896,2023-01-01
acc_468,Customer_468,29344.18,0.1508,2023-01-01
acc_469,Customer_469,23690.89,0.3558,2023-01-01
acc_470,Customer_470,73576.42,0.4047,2023-01-01
acc_471,Customer_471,27056.99,0.4923,2023-01-01
acc_472,Customer_472,39320.07,0.3108,2023-01-01
acc_473,Customer_473,90064.11,0.5504,2023-01-01
acc_474,Customer_474,97735.02,0.7729,2023-01-01
acc_475,Customer_475,57092.88,0.2624,2023-01-01
acc_476,Customer_476,68715.68,0.4559,2023-01-01
acc_477,Customer_477,72166.63,0.4038,2023-01-01
acc_478,Customer_478,49650.9,0.0207,2023-01-01
acc_479,Customer_479,74021.85,0.0343,2023-01-01
acc_480,Customer_480,68104.47,0.582,2023-01-01
acc_481,Customer_481,77614.17,0.2898,2023-01-01
acc_482,Customer_482,68642.47,0.2071,2023-01-01
acc_483,Customer_483,52974.27,0.3403,2023-01-01
acc_484,Customer_484,97847.61,0.9719,2023-01-01
acc_485,Customer_485,20976.08,0.566,2023-01-01
acc_486,Customer_486,33011.32,0.9685,2023-01-01
acc_487,Customer_487,92460.14,0.5861,2023-01-01
acc_488,Customer_488,72036.44,0.6813,2023-01-01
acc_489,Customer_489,35400.23,0.9164,2023-01-01
acc_490,Customer_490,89955.41,0.3307,2023-01-01
acc_491,Customer_491,74764.75,0.0091,2023-01-01
acc_492,Customer_492,81654.28,0.5649,2023-01-01
acc_493,Customer_493,95235.44,0.3632,2023-01-01
acc_494,Customer_494,62608.74,0.323,2023-01-01
acc_495,Customer_495,78300.26,0.6007,2023-01-01
acc_496,Customer_496,98748.36,0.001,2023-01-01
acc_497,Customer_497,14161.8,0.0436,2023-01-01
acc_498,Customer_498,12672.2,0.9294,2023-01-01
acc_499,Customer_499,94865.97,0.4804,2023-01-01
